0,10001,0.0,16
1,20001,0.0,16
2,30001,0.0,16
3,40001,0.0,16
4,50001,0.0,16
5,60001,0.0,16
6,70001,5.6832,16
7,80001,3.6148,16
8,90001,3.7614,16
9,100001,4.1945,16
10,110001,4.8722,16
11,120001,2.7345,16
12,130001,4.2568,16
13,140001,3.8153,16
14,150001,2.7874,16
15,160001,2.2114,16
16,170001,2.7623,16
17,180001,2.985,16
18,190001,2.8225,16
19,200001,2.5462,16
20,210001,3.5542,16
21,220001,2.926,16
22,230001,4.9375,16
23,240001,7.6497,16
24,250001,4.5223,16
25,260001,1.8198,16
26,270001,2.619,16
27,280001,3.3952,16
28,290001,3.7383,16
29,300001,3.2923,16
30,310001,4.8585,16
31,320001,4.7476,16
32,330001,5.427,16
33,340001,4.878,16
34,350001,1.9115,16
35,360001,0.6622,16
36,370001,3.9532,16
37,380001,2.2982,16
38,390001,4.3359,16
39,400001,3.7226,16
40,410001,3.9009,16
41,420001,3.3495,16
42,430001,1.8823,16
43,440001,3.4231,16
44,450001,5.9746,16
45,460001,8.5251,16
46,470001,5.7754,16
47,480001,2.4557,16
48,490001,2.6192,16
49,500001,3.151,16
50,510001,4.6041,16
51,520001,4.1947,16
52,530001,4.3628,16
53,540001,3.7079,16
54,550001,3.8383,16
