0,10001,0.0,10
1,20001,0.0,10
2,30001,0.0,10
3,40001,0.0,10
4,50001,0.0,10
5,60001,0.0,10
6,70001,5.0688,10
7,80001,3.3788,10
8,90001,2.9362,10
9,100001,0.7001,10
10,110001,0.743,10
11,120001,1.0586,10
12,130001,2.4574,10
13,140001,4.1477,10
14,150001,3.5242,10
15,160001,5.7299,10
16,170001,5.8467,10
17,180001,6.1703,10
18,190001,1.9057,10
19,200001,1.4655,10
20,210001,2.2744,10
21,220001,2.5701,10
22,230001,3.7521,10
23,240001,3.1683,10
24,250001,2.9305,10
25,260001,4.608,10
26,270001,7.114,10
27,280001,4.3187,10
28,290001,5.5522,10
29,300001,4.0609,10
30,310001,3.2195,10
31,320001,4.8798,10
32,330001,3.4531,10
33,340001,2.36,10
34,350001,2.0455,10
35,360001,2.1282,10
36,370001,3.225,10
37,380001,5.8287,10
38,390001,5.0279,10
39,400001,6.5284,10
40,410001,1.4228,10
41,420001,3.0579,10
42,430001,4.8669,10
43,440001,7.1982,10
44,450001,5.0819,10
45,460001,2.6546,10
46,470001,1.7001,10
47,480001,3.3759,10
48,490001,7.61,10
49,500001,5.385,10
50,510001,3.6895,10
51,520001,3.3883,10
52,530001,2.884,10
53,540001,1.4253,10
54,550001,2.6325,10
55,560001,4.9913,10
56,570001,3.4021,10
57,580001,5.2414,10
58,590001,5.2642,10
59,600001,2.7655,10
60,610001,1.903,10
61,620001,5.0036,10
62,630001,3.3176,10
63,640001,4.8578,10
