0,10001,0.0,18
1,20001,7.8999,18
2,30001,4.215,18
3,40001,2.9484,18
4,50001,2.1665,18
5,60001,6.0407,18
6,70001,8.0734,18
7,80001,7.2284,18
8,90001,6.2431,18
9,100001,5.9318,18
10,110001,6.8211,18
11,120001,6.5994,18
12,130001,5.6386,18
13,140001,5.0599,18
14,150001,6.6228,18
15,160001,5.122,18
16,170001,5.0625,18
17,180001,4.4651,18
18,190001,1.3638,18
19,200001,0.7913,18
20,210001,1.7033,18
21,220001,3.5033,18
22,230001,3.1196,18
23,240001,5.1476,18
24,250001,5.6306,18
25,260001,6.1741,18
26,270001,5.295,18
27,280001,4.8143,18
28,290001,6.1804,18
29,300001,4.409,18
30,310001,2.2729,18
31,320001,2.748,18
32,330001,1.9683,18
33,340001,1.5171,18
34,350001,2.3157,18
35,360001,4.9226,18
36,370001,3.2656,18
37,380001,1.2363,18
38,390001,4.0748,18
39,400001,5.0531,18
40,410001,5.3961,18
41,420001,5.8091,18
42,430001,2.4971,18
43,440001,3.6099,18
44,450001,2.1718,18
45,460001,5.7495,18
46,470001,6.8462,18
47,480001,2.7414,18
48,490001,4.2571,18
49,500001,3.9748,18
50,510001,6.3125,18
51,520001,4.1695,18
52,530001,3.7199,18
53,540001,4.0575,18
54,550001,1.3393,18
55,560001,5.4508,18
