0,10001,0.0,5
1,20001,1.3383,5
2,30001,1.9081,5
3,40001,3.9097,5
4,50001,6.0281,5
5,60001,4.4549,5
6,70001,2.684,5
7,80001,2.2186,5
8,90001,2.1035,5
9,100001,4.9851,5
10,110001,2.9448,5
11,120001,2.9967,5
12,130001,1.703,5
13,140001,1.8164,5
14,150001,1.4559,5
15,160001,2.3103,5
16,170001,2.2123,5
17,180001,1.9475,5
18,190001,2.2081,5
19,200001,1.1082,5
20,210001,0.636,5
21,220001,2.7597,5
22,230001,3.8124,5
23,240001,3.5195,5
24,250001,2.2777,5
25,260001,3.6825,5
26,270001,3.8571,5
27,280001,2.8604,5
28,290001,1.2956,5
29,300001,1.0122,5
30,310001,3.233,5
31,320001,3.9977,5
32,330001,4.4421,5
33,340001,5.3389,5
34,350001,4.4694,5
35,360001,3.5028,5
36,370001,5.4981,5
37,380001,3.6568,5
38,390001,4.2171,5
39,400001,3.2251,5
40,410001,5.0029,5
41,420001,4.9299,5
42,430001,2.846,5
43,440001,1.8327,5
44,450001,2.0687,5
45,460001,2.1775,5
46,470001,2.3401,5
47,480001,2.7198,5
48,490001,1.7122,5
49,500001,1.9984,5
50,510001,1.6501,5
51,520001,5.2678,5
52,530001,6.6727,5
53,540001,5.6286,5
54,550001,4.4086,5
55,560001,3.4699,5
56,570001,2.8471,5
