0,10001,0.0,3
1,20001,0.0,3
2,30001,0.0,3
3,40001,0.0,3
4,50001,0.0,3
5,60001,0.0,3
6,70001,3.6358,3
7,80001,3.0712,3
8,90001,2.3728,3
9,100001,2.8377,3
10,110001,3.3963,3
11,120001,2.3724,3
12,130001,2.3776,3
13,140001,4.503,3
14,150001,1.7795,3
15,160001,2.5816,3
16,170001,5.4049,3
17,180001,5.8304,3
18,190001,3.2786,3
19,200001,4.171,3
20,210001,4.1174,3
21,220001,3.028,3
22,230001,5.0781,3
23,240001,4.6018,3
24,250001,2.6505,3
25,260001,3.1636,3
26,270001,2.4392,3
27,280001,2.4945,3
28,290001,4.1895,3
29,300001,4.0356,3
30,310001,3.7272,3
31,320001,4.4995,3
32,330001,2.6514,3
33,340001,1.3448,3
34,350001,3.0985,3
35,360001,1.3202,3
36,370001,3.1269,3
37,380001,3.6276,3
38,390001,2.2208,3
39,400001,3.2282,3
40,410001,4.7475,3
41,420001,5.177,3
42,430001,3.4041,3
43,440001,3.1214,3
44,450001,3.773,3
45,460001,4.1195,3
46,470001,4.6876,3
47,480001,3.5981,3
48,490001,2.9266,3
49,500001,2.818,3
50,510001,5.4679,3
51,520001,5.2003,3
52,530001,3.6112,3
53,540001,4.6924,3
54,550001,6.1178,3
55,560001,7.2213,3
56,570001,4.3881,3
57,580001,4.7489,3
58,590001,4.4426,3
59,600001,4.7822,3
60,610001,6.141,3
61,620001,3.454,3
