0,10001,0.0,9
1,20001,3.9815,9
2,30001,1.3121,9
3,40001,1.8533,9
4,50001,3.4022,9
5,60001,3.2967,9
6,70001,2.1922,9
7,80001,4.1435,9
8,90001,5.544,9
9,100001,3.7813,9
10,110001,2.1607,9
11,120001,3.4199,9
12,130001,3.6387,9
13,140001,1.6199,9
14,150001,1.2675,9
15,160001,1.9856,9
16,170001,2.3807,9
17,180001,2.5621,9
18,190001,3.2944,9
19,200001,5.614,9
20,210001,5.1352,9
21,220001,5.3083,9
22,230001,4.422,9
23,240001,2.9118,9
24,250001,2.3219,9
25,260001,2.523,9
26,270001,3.9479,9
27,280001,4.2376,9
28,290001,7.0238,9
29,300001,7.701,9
30,310001,4.5074,9
31,320001,1.1244,9
32,330001,4.3299,9
33,340001,6.1719,9
34,350001,3.3362,9
35,360001,4.2715,9
36,370001,5.5267,9
37,380001,5.9427,9
38,390001,3.0613,9
39,400001,2.3991,9
40,410001,5.5741,9
41,420001,3.1001,9
42,430001,1.2761,9
43,440001,2.8359,9
44,450001,4.3369,9
45,460001,2.4827,9
46,470001,3.4166,9
47,480001,5.2719,9
48,490001,1.3635,9
49,500001,1.2688,9
50,510001,2.9727,9
51,520001,4.8145,9
52,530001,4.589,9
53,540001,4.7764,9
