0,10001,0.0,21
1,20001,0.0,21
2,30001,0.0,21
3,40001,0.0,21
4,50001,0.0,21
5,60001,0.0,21
6,70001,0.0,21
7,80001,0.0,21
8,90001,0.0,21
9,100001,0.0,21
10,110001,0.0,21
11,120001,0.0,21
12,130001,0.0,21
13,140001,0.0,21
14,150001,0.0,21
15,160001,0.0,21
16,170001,0.0,21
17,180001,0.0,21
18,190001,0.0,21
19,200001,0.0,21
20,210001,0.0,21
21,220001,0.0,21
22,230001,0.0,21
23,240001,0.0,21
24,250001,0.0,21
25,260001,0.0,21
26,270001,0.0,21
27,280001,0.0,21
28,290001,0.0,21
29,300001,0.0,21
30,310001,0.0,21
31,320001,0.0,21
32,330001,0.0,21
33,340001,0.0,21
34,350001,0.0,21
35,360001,0.0,21
36,370001,0.0,21
37,380001,0.0,21
38,390001,0.0,21
39,400001,0.0,21
40,410001,0.0,21
41,420001,0.0,21
42,430001,0.0,21
43,440001,0.0,21
44,450001,0.0,21
45,460001,0.0,21
46,470001,0.0,21
47,480001,0.0,21
48,490001,0.0,21
49,500001,0.0,21
50,510001,0.0,21
51,520001,0.0,21
52,530001,0.0,21
53,540001,0.0,21
54,550001,0.0,21
55,560001,0.0,21
56,570001,0.0,21
57,580001,0.0,21
