0,10001,0.0,19
1,20001,0.0,19
2,30001,0.0,19
3,40001,0.0,19
4,50001,0.0,19
5,60001,0.0,19
6,70001,4.1829,19
7,80001,5.1077,19
8,90001,3.5346,19
9,100001,1.8957,19
10,110001,2.0443,19
11,120001,1.6914,19
12,130001,4.9769,19
13,140001,4.5173,19
14,150001,2.8485,19
15,160001,3.2407,19
16,170001,4.5466,19
17,180001,5.499,19
18,190001,3.8076,19
19,200001,5.5349,19
20,210001,4.5798,19
21,220001,4.9091,19
22,230001,4.1963,19
23,240001,3.5833,19
24,250001,0.9739,19
25,260001,1.9943,19
26,270001,5.8791,19
27,280001,5.4612,19
28,290001,5.8643,19
29,300001,9.8442,19
30,310001,5.1534,19
31,320001,5.0072,19
32,330001,3.0121,19
33,340001,3.1167,19
34,350001,6.1529,19
35,360001,6.7463,19
36,370001,4.4101,19
37,380001,5.8512,19
38,390001,6.61,19
39,400001,2.8733,19
40,410001,4.4594,19
41,420001,3.2513,19
42,430001,3.4681,19
43,440001,4.3209,19
44,450001,4.4312,19
45,460001,6.4002,19
46,470001,3.8308,19
47,480001,3.7194,19
48,490001,3.7711,19
49,500001,4.4999,19
50,510001,5.9632,19
51,520001,3.6536,19
52,530001,6.1799,19
53,540001,4.2108,19
54,550001,5.5237,19
55,560001,7.5636,19
56,570001,7.4355,19
57,580001,5.7726,19
