0,10001,0.0,14
1,20001,0.0,14
2,30001,0.0,14
3,40001,0.0,14
4,50001,0.0,14
5,60001,0.0,14
6,70001,0.0,14
7,80001,0.0,14
8,90001,0.0,14
9,100001,0.0,14
10,110001,0.0,14
11,120001,0.0,14
12,130001,0.0,14
13,140001,0.0,14
14,150001,0.0,14
15,160001,0.0,14
16,170001,0.0,14
17,180001,0.0,14
18,190001,0.0,14
19,200001,0.0,14
20,210001,0.0,14
21,220001,0.0,14
22,230001,0.0,14
23,240001,0.0,14
24,250001,0.0,14
25,260001,0.0,14
26,270001,0.0,14
27,280001,0.0,14
28,290001,0.0,14
29,300001,0.0,14
30,310001,0.0,14
31,320001,0.0,14
32,330001,0.0,14
33,340001,0.0,14
34,350001,0.0,14
35,360001,0.0,14
36,370001,0.0,14
37,380001,0.0,14
38,390001,0.0,14
39,400001,0.0,14
40,410001,0.0,14
41,420001,0.0,14
42,430001,0.0,14
43,440001,0.0,14
44,450001,0.0,14
45,460001,0.0,14
46,470001,0.0,14
47,480001,0.0,14
48,490001,0.0,14
49,500001,0.0,14
50,510001,0.0,14
51,520001,0.0,14
52,530001,0.0,14
53,540001,0.0,14
54,550001,0.0,14
55,560001,0.0,14
56,570001,0.0,14
57,580001,0.0,14
